objectid,facility_id,ctprvnnm,signgunm,signgucode,rdnmadr,lnmadr,fclty_knd,trget_fclty_nm,latitude,longitude,institution_nm,cmptnc_polcsttn_nm,cctv_yn,cctv_number,prtcarea_rw,dsgn_ymd,et,bt,sgngnrco,unitysflblco,prtcareasflblco,crslkco,hghlacrslkco,bollaco,rdscindictco,prctfenceet,nesinstlet,roadrflectco,ovrspdprvnco,sliprvnfclco,sliprvnfclet,lmttves,lmttvesgnalco,prkstopprhibtsgnalco,referencedate,instt_code,instt_nm,handicapcvntlyn,handicapcvntltype,shape_Length,shape_Area
650,647,인천광역시,서구,28260,가정로125번길,인천광역시 서구 가좌1동,초등학교,봉화초등학교,37.495873,126.670661,인천광역시청,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,2021-12-03,,,,,339.9215727,1547.773114
651,637,인천광역시,서구,28260,봉오재1로,인천광역시 서구 신현원창동200,초등학교,가현초등학교,37.52267,126.66588,인천광역시청,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,2021-12-03,,,,,1198.930923,15223.91488
652,638,인천광역시,서구,28260,가정로419번길,인천광역시 서구 가정1동,초등학교,가현초등학교,37.522515,126.670633,인천광역시청,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,2021-12-03,,,,,517.5096818,4874.66719
653,866,인천광역시,미추홀구,28177,미추홀대로,인천광역시 미추홀구 주안7동,어린이집,성지어린이집,37.44183,126.67912,인천광역시청,,,,,,,,0,0,,0,0,0,2,0,0,0,0,,,30,,0,2021-12-03,,,,,194.9603246,763.2703247
654,640,인천광역시,서구,28260,승학로,인천광역시 서구 연희동,초등학교,양지초등학교,37.54033,126.672658,인천광역시청,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,2021-12-03,,,,,394.794769,2373.458182
655,641,인천광역시,서구,28260,고산후로,인천광역시 서구 불로대곡동709-2,초등학교,목향초등학교,37.617025,126.694727,인천광역시청,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,2021-12-03,,,,,1053.860514,10266.67521
656,642,인천광역시,서구,28260,승학로,인천광역시 서구 검암경서동,초등학교,간재울초등학교,37.561081,126.673195,인천광역시청,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,2021-12-03,,,,,1301.29988,13445.74821
657,643,인천광역시,서구,28260,고산후로78번길,인천광역시 서구 원당동41-3,초등학교,발산초등학교,37.590615,126.699468,인천광역시청,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,2021-12-03,,,,,402.3137993,2549.420671
658,644,인천광역시,서구,28260,고산후로78번안길,인천광역시 서구 원당동41-3,초등학교,발산초등학교,37.590274,126.699663,인천광역시청,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,2021-12-03,,,,,213.0975739,818.3818772
659,645,인천광역시,서구,28260,고산후로,인천광역시 서구 원당동41-3,초등학교,발산초등학교,37.590853,126.698505,인천광역시청,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,2021-12-03,,,,,705.5039577,7108.8123
660,649,인천광역시,서구,28260,가정로,인천광역시 서구 가좌1동,초등학교,봉화초등학교,37.495445,126.671634,인천광역시청,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,2021-12-03,,,,,731.0217646,6900.829058
661,1010,인천광역시,부평구,28237,부평대로로51번길,인천광역시 부평구 부평1동,초등학교,부평서초등학교,37.49593,126.721577,인천광역시청,,,,,,,,0,4,,0,0,0,4,0,0,0,0,1,,0,,0,2021-12-03,,,,,326.0592076,1199.881692
662,650,인천광역시,서구,28260,검암로29번길,인천광역시 서구 검암경서동,초등학교,검암초등학교,37.566988,126.679555,인천광역시청,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,2021-12-03,,,,,588.0428113,2260.445245
663,651,인천광역시,서구,28260,승학로531번길,인천광역시 서구 검암경서동,초등학교,검암초등학교,37.566908,126.678194,인천광역시청,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,2021-12-03,,,,,577.4850903,2467.345524
664,652,인천광역시,서구,28260,검암로39번길,인천광역시 서구 검암경서동,초등학교,검암초등학교,37.56771,126.679908,인천광역시청,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,2021-12-03,,,,,225.0628866,851.3644169
665,653,인천광역시,서구,28260,승학로599번길,인천광역시 서구 검암경서동,초등학교,검암초등학교,37.56831,126.678362,인천광역시청,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,2021-12-03,,,,,281.3824712,731.8622452
666,654,인천광역시,서구,28260,승학로572번길,인천광역시 서구 검암경서동,초등학교,은지초등학교,37.565688,126.683914,인천광역시청,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,2021-12-03,,,,,634.154356,3625.176984
667,683,인천광역시,서구,28260,청라에메랄드로41번길,인천광역시 서구 청라1동,초등학교,초은초등학교,37.528793,126.655768,인천광역시청,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,2021-12-03,,,,,228.1188305,926.4158559
668,655,인천광역시,서구,28260,검암로2번길,인천광역시 서구 검암경서동,초등학교,은지초등학교,37.564912,126.685715,인천광역시청,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,2021-12-03,,,,,484.5034949,1301.15754
669,666,인천광역시,서구,28260,경서로35번길,인천광역시 서구 검암경서동,초등학교,경서초등학교,37.556039,126.652556,인천광역시청,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,2021-12-03,,,,,516.1182066,2017.059058
670,656,인천광역시,서구,28260,장고개로293번길,인천광역시 서구 가좌2동,초등학교,가림초등학교,37.490178,126.683095,인천광역시청,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,2021-12-03,,,,,809.1135013,3575.59675
671,657,인천광역시,서구,28260,원적로,인천광역시 서구 가좌2동,초등학교,가림초등학교,37.490185,126.68022,인천광역시청,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,2021-12-03,,,,,1123.569873,15542.70624
672,658,인천광역시,서구,28260,원당대로820번길,인천광역시 서구 원당동41-3,초등학교,원당초등학교,37.592325,126.692036,인천광역시청,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,2021-12-03,,,,,741.5474951,4554.197679
673,659,인천광역시,서구,28260,원당대로820번2길,인천광역시 서구 원당동41-3,초등학교,원당초등학교,37.591861,126.691475,인천광역시청,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,2021-12-03,,,,,222.645048,731.1523068
674,660,인천광역시,서구,28260,원당대로,인천광역시 서구 원당동41-3,초등학교,원당초등학교,37.593966,126.692823,인천광역시청,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,2021-12-03,,,,,645.3102126,11294.24132
675,667,인천광역시,서구,28260,경서로45번길,인천광역시 서구 검암경서동,초등학교,경서초등학교,37.555624,126.652761,인천광역시청,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,2021-12-03,,,,,575.4587317,2019.696126
676,710,인천광역시,서구,28260,도요지로202번길,인천광역시 서구 검암경서동,학원,아소비검암센터학원,37.556439,126.672222,인천광역시청,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,2021-12-03,,,,,390.9629446,1360.032347
677,668,인천광역시,서구,28260,경서로,인천광역시 서구 검암경서동,초등학교,경서초등학교,37.55778,126.653568,인천광역시청,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,2021-12-03,,,,,641.9747063,4015.59647
678,661,인천광역시,서구,28260,봉수대로1440번길,인천광역시 서구 오류왕길동,초등학교,왕길초등학교,37.601957,126.653304,인천광역시청,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,2021-12-03,,,,,963.9534663,8089.082764
679,662,인천광역시,서구,28260,봉수대로1440번안길,인천광역시 서구 오류왕길동,초등학교,왕길초등학교,37.601751,126.651639,인천광역시청,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,2021-12-03,,,,,393.8962865,1845.863614
